symbol	entrez_id	source
(P)RR	10159	hgnc_alias
0808Y08Y	100130557	hgnc_alias
1-8D	10581	hgnc_alias
1-8U	10410	hgnc_alias
1-CYS	9588	hgnc_alias
1/2-SBSRNA4	100533182	hgnc_alias
10-FTHF	10840	hgnc_alias
101F10.1	400506	hgnc_alias
101F6	11068	hgnc_alias
103AS	3805	hgnc_alias
10C	64333	hgnc_alias
11B6	10916	hgnc_alias
12-HETER	2853	hgnc_alias
123F2	11186	hgnc_alias
12CC4	27086	hgnc_alias
12R-LOX	242	hgnc_alias
12S	4549	hgnc_alias
12S-LOX	239	hgnc_alias
133K02	10827	hgnc_alias
13CDNA73	10129	hgnc_alias
14-3-3	10971	hgnc_alias
14-3-3-ZETA	7534	hgnc_alias
14-3-3GAMMA	7532	hgnc_alias
14-3-3Γ	7532	hgnc_alias
14.1	3543	hgnc_alias
14Q(0)	692215	hgnc_alias
14Q(I-1)	767561	hgnc_alias
14Q(I-2)	767562	hgnc_alias
14Q(I-3)	767563	hgnc_alias
14Q(I-4)	767564	hgnc_alias
14Q(I-5)	767565	hgnc_alias
14Q(I-6)	767566	hgnc_alias
14Q(I-7)	767567	hgnc_alias
14Q(I-8)	767568	hgnc_alias
14Q(I-9)	767569	hgnc_alias
14Q(II-1)	767577	hgnc_alias
14Q(II-10)	767588	hgnc_alias
14Q(II-11)	767589	hgnc_alias
14Q(II-12)	767590	hgnc_alias
14Q(II-13)	767591	hgnc_alias
14Q(II-14)	767592	hgnc_alias
14Q(II-15)	767593	hgnc_alias
14Q(II-16)	767594	hgnc_alias
14Q(II-17)	767595	hgnc_alias
14Q(II-18)	767596	hgnc_alias
14Q(II-19)	767597	hgnc_alias
14Q(II-2)	767578	hgnc_alias
14Q(II-20)	767598	hgnc_alias
14Q(II-21)	767599	hgnc_alias
14Q(II-22)	767600	hgnc_alias
14Q(II-23)	767603	hgnc_alias
14Q(II-24)	767604	hgnc_alias
14Q(II-25)	767605	hgnc_alias
14Q(II-26)	767606	hgnc_alias
14Q(II-27)	767608	hgnc_alias
14Q(II-28)	767609	hgnc_alias
14Q(II-29)	767610	hgnc_alias
14Q(II-3)	767579	hgnc_alias
14Q(II-30)	767611	hgnc_alias
14Q(II-31)	767612	hgnc_alias
14Q(II-4)	767580	hgnc_alias
14Q(II-5)	767581	hgnc_alias
14Q(II-6)	767582	hgnc_alias
14Q(II-7)	767583	hgnc_alias
14Q(II-8)	767584	hgnc_alias
14Q(II-9)	767585	hgnc_alias
15-LOX-1	246	hgnc_alias
15-LOX-2	247	hgnc_alias
15.212	3805	hgnc_alias
15.5K	4809	hgnc_alias
156DAG	1605	hgnc_alias
15E1.2	283459	hgnc_alias
16.1	91353	hgnc_alias
16.2	3544	hgnc_alias
16.3A5	966	hgnc_alias
16A	537	hgnc_alias
16E1BP	9319	hgnc_alias
16S	4550	hgnc_alias
17-1A	4072	hgnc_alias
17-BETA-HSD11	51170	hgnc_alias
17-BETA-HSDXI	51170	hgnc_alias
1700010H15RIK	83544	hgnc_alias
1700024P04RIK	115482689	hgnc_alias
170A	6499	hgnc_alias
17B-HSD10	3028	hgnc_alias
182-FIP	57532	hgnc_alias
183ACTI	100132285	hgnc_alias
18A2	6275	hgnc_alias
19A	57823	hgnc_alias
1A1-3B	4077	hgnc_alias
1A6/DRIM	27340	hgnc_alias
1C7	259197	hgnc_alias
1D	25802	hgnc_alias
1R20	5996	hgnc_alias
2'-PDE	201626	hgnc_alias
2-19	60343	hgnc_alias
2-21	54097	hgnc_alias
2-COP	26958	hgnc_alias
2-HPCL	26061	hgnc_alias
209L8	10994	hgnc_alias
20D7-FC4	23403	hgnc_alias
21-GARP	6450	hgnc_alias
225	1958	hgnc_alias
2310005P21RIK	114899	hgnc_alias
2310047H23RIK	79770	hgnc_alias
239AB	758	hgnc_alias
239FB	744	hgnc_alias
24B2	342667	hgnc_alias
24P3	3934	hgnc_alias
2610509L04RIK	56478	hgnc_alias
26RFA	347148	hgnc_alias
2700066J21RIK	9724	hgnc_alias
277P12.9	112588022	hgnc_alias
28H	3152	hgnc_alias
2A9	6277	hgnc_alias
2B28	51035	hgnc_alias
2B4	51744	hgnc_alias
2C18	55435	hgnc_alias
2C4D	25843	hgnc_alias
2E4	11133	hgnc_alias
2F1	10219	hgnc_alias
2G7	101927624	hgnc_alias
2H9	3189	hgnc_alias
2HOR0202	10284	hgnc_alias
2OST	10090	hgnc_alias
2P1	25915	hgnc_alias
2PP2A	6418	hgnc_alias
3'AHIF-1A	100750247	hgnc_alias
3'HEXO	90459	hgnc_alias
3'OY11.1	129025	hgnc_alias
3-10C	3576	hgnc_alias
3-ALPHA-HSD	1109	hgnc_alias
3-HAO	23498	hgnc_alias
3-OST-5	222537	hgnc_alias
3-PAP	54545	hgnc_alias
3.8-1.2	353007	hgnc_alias
3.8-1.3	353008	hgnc_alias
3.8-1.4	353009	hgnc_alias
3.8-1.5	353010	hgnc_alias
30K	826	hgnc_alias
30ST3A1	9955	hgnc_alias
30ST3B1	9953	hgnc_alias
323/A3	4072	hgnc_alias
354J5	442240	hgnc_alias
3635	201626	hgnc_alias
37LRP	3921	hgnc_alias
384D8-2	29781	hgnc_alias
39K2	27067	hgnc_alias
3ALPHA-HSD	10170	hgnc_alias
3D3	92140	hgnc_alias
3G2	10180	hgnc_alias
3H11AG	80184	hgnc_alias
3M3	83987	hgnc_alias
3OST1	9957	hgnc_alias
3OST2	9956	hgnc_alias
3OST3A1	9955	hgnc_alias
3OST3B1	9953	hgnc_alias
3OST4	9951	hgnc_alias
3PAP	54545	hgnc_alias
3PK	7867	hgnc_alias
4-1BB	3604	hgnc_alias
4-1BB-L	8744	hgnc_alias
4-1BBL	8744	hgnc_alias
4-1BBLRR	122769	hgnc_alias
4-HPPD	3242	hgnc_alias
4-HPPD-L	84842	hgnc_alias
4.1-G	2037	hgnc_alias
4.1B	23136	hgnc_alias
4.1G	2037	hgnc_alias
4.1N	2036	hgnc_alias
4.1R	2035	hgnc_alias
42A	6275	hgnc_alias
42C	6281	hgnc_alias
47.11	3802	hgnc_alias
4832404P21RIK	23053	hgnc_alias
4833431A01RIK	55145	hgnc_alias
4930513O09RIK	389874	hgnc_alias
4933409D10RIK	133923	hgnc_alias
4E-BP1	1978	hgnc_alias
4E-BP3	8637	hgnc_alias
4E-T	56478	hgnc_alias
4EHP	9470	hgnc_alias
4F-SE9[6:7:8]	100132708	hgnc_alias
4F2	6520	hgnc_alias
4F2HC	6520	hgnc_alias
4F5	8293	hgnc_alias
4F5REL	10169	hgnc_alias
4HPPD	3242	hgnc_alias
4P11	9946	hgnc_alias
4T2HC	6520	hgnc_alias
5'AHIF-1A	100750246	hgnc_alias
5'OY11.1	140883	hgnc_alias
5-HT(2B)	3357	hgnc_alias
5-HT1A	3350	hgnc_alias
5-HT1B	3351	hgnc_alias
5-HT1D	3352	hgnc_alias
5-HT1DB	3351	hgnc_alias
5-HT1E	3354	hgnc_alias
5-HT1F	3355	hgnc_alias
5-HT2A	3356	hgnc_alias
5-HT2B	3357	hgnc_alias
5-HT2C	3358	hgnc_alias
5-HT3A	3359	hgnc_alias
5-HT3B	9177	hgnc_alias
5-HT3C2	389180	hgnc_alias
5-HT3R	3359	hgnc_alias
5-HT4	3360	hgnc_alias
5-HT5A	3361	hgnc_alias
5-HT5B	645694	hgnc_alias
5-HT6	3362	hgnc_alias
5-HT6R	3362	hgnc_alias
5-HT7	3363	hgnc_alias
5-HTT	6532	hgnc_alias
5-LOX	240	hgnc_alias
5-OPASE	26873	hgnc_alias
51A	105369536	hgnc_alias
52	692148	hgnc_alias
53BP1	7158	hgnc_alias
53BP2	7159	hgnc_alias
54TM	10897	hgnc_alias
59-DAP	6641	hgnc_alias
59K	10081	hgnc_alias
5HTR2C	3358	hgnc_alias
5MP1	28969	hgnc_alias
5MP2	9689	hgnc_alias
5PTASE	3632	hgnc_alias
5T4	7162	hgnc_alias
5T4-AG	7162	hgnc_alias
6-16	2537	hgnc_alias
6.3	55558	hgnc_alias
6.8PL	9556	hgnc_alias
60B8AG	6279	hgnc_alias
60H	3153	hgnc_alias
64KD	25802	hgnc_alias
6530404F10RIK	130535	hgnc_alias
6530406P05RIK	392486	hgnc_alias
66CTG	100048912	hgnc_alias
6A3-5	57492	hgnc_alias
6C6-AG	10134	hgnc_alias
6CKINE	6366	hgnc_alias
6PGL	25796	hgnc_alias
7-60	11054	hgnc_alias
71-7A	8481	hgnc_alias
71-7A2	10751	hgnc_alias
71-7A3	23738	hgnc_alias
71-7A5	23738	hgnc_alias
721P	8227	hgnc_alias
753P9	54440	hgnc_alias
76P	27229	hgnc_alias
7A5	346389	hgnc_alias
7B2	6447	hgnc_alias
7B4	1003	hgnc_alias
7H3	85360	hgnc_alias
7L1A	6029	hgnc_alias
7L23	6033	hgnc_alias
7L28	6030	hgnc_alias
7L30.1	378706	hgnc_alias
7L30.2	378707	hgnc_alias
7L63	6034	hgnc_alias
7L7	6032	hgnc_alias
7LEM1	6031	hgnc_alias
7SK	125050	hgnc_alias
7SL	6029	hgnc_alias
7SL1C	378706	hgnc_alias
80K-H	5589	hgnc_alias
80K-L	4082	hgnc_alias
82-FIP	57532	hgnc_alias
821D11.7	112637020	hgnc_alias
87U6	2773	hgnc_alias
8B	23345	hgnc_alias
8D6	51293	hgnc_alias
8D6A	51293	hgnc_alias
8HS20	29802	hgnc_alias
9-27	8519	hgnc_alias
90K	3959	hgnc_alias
9630046K23RIK	56983	hgnc_alias
9F	9130	hgnc_alias
9G8	10569	hgnc_alias
A-152E5.1	6367	hgnc_alias
A-2	27239	hgnc_alias
A-761H5.2	390688	hgnc_alias
A-923A4.1	123876	hgnc_alias
A-C1	57110	hgnc_alias
A-FABP	2167	hgnc_alias
A-LAP	51752	hgnc_alias
A-MYB	4603	hgnc_alias
A-RAF	369	hgnc_alias
A-ROD	101928687	hgnc_alias
A-SCID	64421	hgnc_alias
A1	535	hgnc_alias
A1-5	7549	hgnc_alias
A10	28870	hgnc_alias
A12.2	30834	hgnc_alias
A121	10209	hgnc_alias
A14GALT	53947	hgnc_alias
A15	7102	hgnc_alias
A170	8878	hgnc_alias
A1A	5265	hgnc_alias
A1AG1	5004	hgnc_alias
A1AT	5265	hgnc_alias
A1B	6641	hgnc_alias
A1BG	1	hgnc_symbol
A1BG-AS	503538	hgnc_prev_symbol
A1BG-AS1	503538	hgnc_symbol
A1BGAS	503538	hgnc_prev_symbol
A1CF	29974	hgnc_symbol
A1S9T	7317	hgnc_prev_symbol
A1U	56893	hgnc_alias
A2	170589	hgnc_alias
A20	28935	hgnc_alias
A211C6.1	57149	hgnc_alias
A214N16.3	158471	hgnc_alias
A26	28906	hgnc_alias
A26A1	340441	hgnc_prev_symbol
A26B1	100996331	hgnc_prev_symbol
A26B2	388468	hgnc_prev_symbol
A26B3	317754	hgnc_prev_symbol
A26C1	445582	hgnc_alias
A26C1A	445582	hgnc_prev_symbol
A26C1B	728378	hgnc_prev_symbol
A26C2	404785	hgnc_prev_symbol
A26C3	23784	hgnc_prev_symbol
A28-RGS14	6004	hgnc_alias
A2AP	5345	hgnc_alias
A2BP1	54715	hgnc_alias
A2D	11273	hgnc_alias
A2HS	197	hgnc_alias
A2LD1	87769	hgnc_prev_symbol
A2LP	11273	hgnc_alias
A2M	2	hgnc_symbol
A2M-AS1	144571	hgnc_symbol
A2ML1	144568	hgnc_symbol
A2ML1-AS1	100874108	hgnc_symbol
A2ML1-AS2	106478979	hgnc_symbol
A2MP1	124903067	hgnc_prev_symbol
A2MR	4035	hgnc_prev_symbol
A2MRAP	4043	hgnc_prev_symbol
A2V	23545	hgnc_alias
A3	10312	hgnc_alias
A30	28937	hgnc_alias
A33	10223	hgnc_alias
A34.5	10849	hgnc_alias
A3A	1605	hgnc_alias
A3AR	140	hgnc_alias
A3B	6443	hgnc_alias
A3GALNT	28	hgnc_alias
A3GALT1	28	hgnc_alias
A3GALT2	127550	hgnc_symbol
A3GALT2P	127550	hgnc_prev_symbol
A4	5355	hgnc_alias
A4-LSB	5355	hgnc_alias
A43	221830	hgnc_alias
A4GALT	53947	hgnc_symbol
A4GNT	51146	hgnc_symbol
A6	5756	hgnc_alias
A6L	4509	hgnc_alias
A6PS1	619519	hgnc_alias
A6PS2	494555	hgnc_alias
A6R	11344	hgnc_alias
A6RP	11344	hgnc_alias
A7NACHR	1139	hgnc_alias
A8-51	7551	hgnc_alias
AA	7003	hgnc_prev_symbol
AAA1	404744	hgnc_alias
AAAS	8086	hgnc_symbol
AAAT	6510	hgnc_alias
AAC-11	8539	hgnc_alias
AAC1	9	hgnc_prev_symbol
AAC11	8539	hgnc_alias
AAC2	10	hgnc_prev_symbol
AACP	11	hgnc_prev_symbol
AACS	65985	hgnc_symbol
AACSL	729522	hgnc_prev_symbol
AACSP1	729522	hgnc_symbol
AACT	12	hgnc_prev_symbol
AADAC	13	hgnc_symbol
AADACL1	57552	hgnc_prev_symbol
AADACL2	344752	hgnc_symbol
AADACL2-AS1	101928142	hgnc_symbol
AADACL3	126767	hgnc_symbol
AADACL4	343066	hgnc_symbol
AADACP1	201651	hgnc_symbol
AADAT	51166	hgnc_symbol
AADC	1644	hgnc_alias
AAED1	195827	hgnc_prev_symbol
AAF132	80169	hgnc_alias
AAG3	6432	hgnc_alias
AAGAB	79719	hgnc_symbol
AAIR8193	139322	hgnc_alias
AAK1	22848	hgnc_symbol
AAKG	51422	hgnc_alias
AAKG2	51422	hgnc_alias
AAMDC	28971	hgnc_symbol
AAMP	14	hgnc_symbol
AANAT	15	hgnc_symbol
AAP	5345	hgnc_alias
AAP1	23429	hgnc_alias
AAR2	25980	hgnc_symbol
AARD	441376	hgnc_symbol
AARS	16	hgnc_prev_symbol
AARS1	16	hgnc_symbol
AARS1P1	106480683	hgnc_symbol
AARS2	57505	hgnc_symbol
AARSD1	80755	hgnc_symbol
AARSD1P1	117981788	hgnc_symbol
AARSL	57505	hgnc_prev_symbol
AARSP1	106480683	hgnc_prev_symbol
AASD-PPT	60496	hgnc_alias
AASDH	132949	hgnc_symbol
AASDHPPT	60496	hgnc_symbol
AASS	10157	hgnc_symbol
AAT	5265	hgnc_alias
AAT-1	89876	hgnc_alias
AAT1	89876	hgnc_alias
AAT1ALPHA	89876	hgnc_alias
AATBC	284837	hgnc_symbol
AATF	26574	hgnc_symbol
AATK	9625	hgnc_symbol
AATK-AS1	388428	hgnc_prev_symbol
AATYK	9625	hgnc_alias
AATYK1	9625	hgnc_alias
AATYK2	22853	hgnc_alias
AATYK3	114783	hgnc_alias
AAV	17	hgnc_alias
AAVR	79932	hgnc_alias
AAVS1	17	hgnc_symbol
AB-DIP	54870	hgnc_alias
AB014085.4	414776	hgnc_alias
AB023048.2	102723346	hgnc_alias
AB023051.1	105375013	hgnc_alias
AB023060.6	493825	hgnc_alias
AB073614	1356	hgnc_alias
ABAD	3028	hgnc_alias
ABAT	18	hgnc_symbol
ABBA	92154	hgnc_alias
ABBA-1	92154	hgnc_alias
ABBP1	3182	hgnc_alias
ABC-C	21	hgnc_alias
ABC1	19	hgnc_prev_symbol
ABC16	8647	hgnc_alias
ABC2	20	hgnc_prev_symbol
ABC20	5243	hgnc_alias
ABC28	10061	hgnc_alias
ABC3	21	hgnc_prev_symbol
ABC35	1080	hgnc_alias
ABC36	6833	hgnc_alias
ABC50	23	hgnc_prev_symbol
ABC7	22	hgnc_prev_symbol
ABC8	9619	hgnc_alias
ABCA1	19	hgnc_symbol
ABCA10	10349	hgnc_symbol
ABCA10P	79963	hgnc_alias
ABCA11	79963	hgnc_prev_symbol
ABCA11P	79963	hgnc_symbol
ABCA12	26154	hgnc_symbol
ABCA13	154664	hgnc_symbol
ABCA15P	400508	hgnc_symbol
ABCA15P1	400508	hgnc_alias
ABCA15P2	342293	hgnc_alias
ABCA16P	342293	hgnc_symbol
ABCA17P	650655	hgnc_symbol
ABCA2	20	hgnc_symbol
ABCA3	21	hgnc_symbol
ABCA3P1	342293	hgnc_prev_symbol
ABCA4	24	hgnc_symbol
ABCA5	23461	hgnc_symbol
ABCA6	23460	hgnc_symbol
ABCA7	10347	hgnc_symbol
ABCA8	10351	hgnc_symbol
ABCA9	10350	hgnc_symbol
ABCA9-AS1	104355297	hgnc_symbol
ABCB1	5243	hgnc_symbol
ABCB10	23456	hgnc_symbol
ABCB10P	56476	hgnc_prev_symbol
ABCB10P1	56476	hgnc_symbol
ABCB10P2	56476	hgnc_prev_symbol
ABCB10P3	728248	hgnc_symbol
ABCB10P4	100132289	hgnc_symbol
ABCB11	8647	hgnc_symbol
ABCB2	6890	hgnc_prev_symbol
ABCB3	6891	hgnc_prev_symbol
ABCB4	5244	hgnc_symbol
ABCB5	340273	hgnc_symbol
ABCB5ALPHA	340273	hgnc_alias
ABCB5BETA	340273	hgnc_alias
ABCB6	10058	hgnc_symbol
ABCB7	22	hgnc_symbol
ABCB8	11194	hgnc_symbol
ABCB9	23457	hgnc_symbol
ABCC1	4363	hgnc_symbol
ABCC10	89845	hgnc_symbol
ABCC11	85320	hgnc_symbol
ABCC12	94160	hgnc_symbol
ABCC13	150000	hgnc_symbol
ABCC13P	150000	hgnc_alias
ABCC2	1244	hgnc_symbol
ABCC3	8714	hgnc_symbol
ABCC4	10257	hgnc_symbol
ABCC5	10057	hgnc_symbol
ABCC5-AS1	100873982	hgnc_symbol
ABCC6	368	hgnc_symbol
ABCC6P1	653190	hgnc_symbol
ABCC6P2	730013	hgnc_symbol
ABCC7	1080	hgnc_prev_symbol
ABCC8	6833	hgnc_symbol
ABCC9	10060	hgnc_symbol
ABCD-1	6367	hgnc_alias
ABCD-2	6361	hgnc_alias
ABCD-3	6376	hgnc_alias
ABCD1	215	hgnc_symbol
ABCD1P1	23785	hgnc_symbol
ABCD1P2	26983	hgnc_symbol
ABCD1P3	26982	hgnc_symbol
ABCD1P4	26957	hgnc_symbol
ABCD1P5	642762	hgnc_symbol
ABCD2	225	hgnc_symbol
ABCD3	5825	hgnc_symbol
ABCD4	5826	hgnc_symbol
ABCE1	6059	hgnc_symbol
ABCE1P1	442517	hgnc_symbol
ABCE1P2	442517	hgnc_alias
ABCF1	23	hgnc_symbol
ABCF1-DT	107986587	hgnc_symbol
ABCF2	10061	hgnc_symbol
ABCF2-H2BE1	114483834	hgnc_prev_symbol
ABCF2-H2BK1	114483834	hgnc_symbol
ABCF2P1	344653	hgnc_symbol
ABCF2P2	100422059	hgnc_symbol
ABCF3	55324	hgnc_symbol
ABCG1	9619	hgnc_symbol
ABCG2	9429	hgnc_symbol
ABCG4	64137	hgnc_symbol
ABCG5	64240	hgnc_symbol
ABCG8	64241	hgnc_symbol
ABCP	9429	hgnc_alias
ABCR	24	hgnc_prev_symbol
ABCX	10347	hgnc_alias
ABDH19	51400	hgnc_alias
ABF-1	9242	hgnc_alias
ABH	8846	hgnc_alias
ABH2	121642	hgnc_alias
ABHD1	84696	hgnc_symbol
ABHD10	55347	hgnc_symbol
ABHD11	83451	hgnc_symbol
ABHD11-AS1	171022	hgnc_prev_symbol
ABHD12	26090	hgnc_symbol
ABHD12A	26090	hgnc_alias
ABHD12B	145447	hgnc_symbol
ABHD13	84945	hgnc_symbol
ABHD14A	25864	hgnc_symbol
ABHD14A-ACY1	100526760	hgnc_symbol
ABHD14B	84836	hgnc_symbol
ABHD15	116236	hgnc_symbol
ABHD15-AS1	104355133	hgnc_symbol
ABHD16A	7920	hgnc_symbol
ABHD16A-AS1	105375018	hgnc_symbol
ABHD16B	140701	hgnc_symbol
ABHD16B-AS1	112268269	hgnc_symbol
ABHD17A	81926	hgnc_symbol
ABHD17AP1	728917	hgnc_symbol
ABHD17AP2	728917	hgnc_prev_symbol
ABHD17AP3	648359	hgnc_symbol
ABHD17AP4	729495	hgnc_symbol
ABHD17AP5	91219	hgnc_symbol
ABHD17AP6	644988	hgnc_symbol
ABHD17AP7	100133212	hgnc_symbol
ABHD17AP8	647144	hgnc_symbol
ABHD17AP9	100132251	hgnc_symbol
ABHD17B	51104	hgnc_symbol
ABHD17C	58489	hgnc_symbol
ABHD18	80167	hgnc_symbol
ABHD2	11057	hgnc_symbol
ABHD20	2053	hgnc_alias
ABHD21	51324	hgnc_alias
ABHD3	171586	hgnc_symbol
ABHD4	63874	hgnc_symbol
ABHD5	51099	hgnc_symbol
ABHD6	57406	hgnc_symbol
ABHD7	253152	hgnc_prev_symbol
ABHD8	79575	hgnc_symbol
ABHD9	79852	hgnc_prev_symbol
ABI-1	10006	hgnc_alias
ABI-2	10152	hgnc_alias
ABI1	10006	hgnc_symbol
ABI1P	326268	hgnc_prev_symbol
ABI1P1	326268	hgnc_symbol
ABI2	10152	hgnc_symbol
ABI2B	10152	hgnc_alias
ABI3	51225	hgnc_symbol
ABI3BP	25890	hgnc_symbol
ABIN-1	10318	hgnc_alias
ABIN-2	79155	hgnc_alias
ABIN-3	79931	hgnc_alias
ABIN2	79155	hgnc_alias
ABITRAM	54942	hgnc_symbol
ABITRAMP1	390403	hgnc_symbol
ABL	25	hgnc_prev_symbol
ABL1	25	hgnc_symbol
ABL2	27	hgnc_symbol
ABLBP3	10152	hgnc_alias
ABLIM	3983	hgnc_alias
ABLIM1	3983	hgnc_symbol
ABLIM2	84448	hgnc_symbol
ABLIM3	22885	hgnc_symbol
ABLL	27	hgnc_prev_symbol
ABO	28	hgnc_symbol
ABP	26	hgnc_prev_symbol
ABP-278	2317	hgnc_alias
ABP-280	2316	hgnc_alias
ABP1	26	hgnc_prev_symbol
ABP125	22872	hgnc_alias
ABP130	22872	hgnc_alias
ABP620	23499	hgnc_alias
ABPA1P	112441443	hgnc_alias
ABPBG1P	112416061	hgnc_alias
ABPL	2318	hgnc_alias
ABR	29	hgnc_symbol
ABR-AS1	105371479	hgnc_symbol
ABRA	137735	hgnc_symbol
ABRA1	84142	hgnc_alias
ABRACL	58527	hgnc_symbol
ABRAXAS	84142	hgnc_alias
ABRAXAS1	84142	hgnc_symbol
ABRAXAS1P1	100421580	hgnc_symbol
ABRAXAS1P2	100133073	hgnc_symbol
ABRAXAS2	23172	hgnc_symbol
ABRO1	23172	hgnc_alias
ABS	51428	hgnc_alias
ABT1	29777	hgnc_symbol
ABT1P1	100420695	hgnc_symbol
ABTB1	80325	hgnc_symbol
ABTB2	25841	hgnc_symbol
ABTB2A	25841	hgnc_alias
ABTB2B	121551	hgnc_alias
ABTB3	121551	hgnc_symbol
AC	427	hgnc_alias
AC002310.12	107984875	hgnc_alias
AC002384.1	111216280	hgnc_alias
AC002454.1	101927497	hgnc_alias
AC003090.1	646588	hgnc_alias
AC004542.C22.1	22880	hgnc_alias
AC004704.1	123464519	hgnc_alias
AC004784.1	127379750	hgnc_alias
AC004812.2	127138862	hgnc_alias
AC004854.4	105375261	hgnc_alias
AC004943.2	101927978	hgnc_alias
AC004997.C22.2	83874	hgnc_alias
AC005154.1	401320	hgnc_alias
AC005154.6	401320	hgnc_alias
AC005165.1	646588	hgnc_alias
AC005253.1	128193285	hgnc_alias
AC005392.2	128193286	hgnc_alias
AC005592.2	101926941	hgnc_alias
AC005682.5	109729180	hgnc_alias
AC005884.1	107984992	hgnc_alias
AC006160.1	121232375	hgnc_alias
AC006262.5	645553	hgnc_alias
AC006369.1	127379718	hgnc_alias
AC007032.1	128266843	hgnc_alias
AC007092.1	400955	hgnc_alias
AC007182.6	102724153	hgnc_alias
AC007207.2	105369611	hgnc_alias
AC007255.8	107986700	hgnc_alias
AC007271.3	112577460	hgnc_alias
AC007365.1	339807	hgnc_alias
AC007383.2	122152328	hgnc_alias
AC007386.2	400958	hgnc_alias
AC007389.3	126568848	hgnc_alias
AC007403.1	102724321	hgnc_alias
AC007613.1	127379753	hgnc_alias
AC007731.1	101927859	hgnc_alias
AC007998.3	122965328	hgnc_alias
AC008079.1	100996415	hgnc_alias
AC008392.1	100505812	hgnc_alias
AC008560.1	112441434	hgnc_alias
AC008750.1	127379722	hgnc_alias
AC008957.1	107986412	hgnc_alias
AC009133.12	112268170	hgnc_alias
AC009227.1	100144595	hgnc_alias
AC009237.14	127138865	hgnc_alias
AC009292.1	101929076	hgnc_alias
AC009892.10	109729136	hgnc_alias
AC010331.1	128667229	hgnc_alias
AC010642.1	108903150	hgnc_alias
AC010789.1	125775240	hgnc_alias
AC010904.2	123706551	hgnc_alias
AC010980.1	122319436	hgnc_alias
AC010999.2	105370833	hgnc_alias
AC011443.1	124904714	hgnc_alias
AC011472.4	105372273	hgnc_alias
AC011511.2	105372272	hgnc_alias
AC011511.5	123706506	hgnc_alias
AC012044.5	643479	hgnc_alias
AC012213.3	122965334	hgnc_alias
AC012360.1	132503825	hgnc_alias
AC012568.1	128266842	hgnc_alias
AC015660.1	124903562	hgnc_alias
AC016405.3	124902012	hgnc_alias
AC016727.1	105377633	hgnc_alias
AC016735.2	102723854	hgnc_alias
AC016745.3	101927400	hgnc_alias
AC016747.2	105374758	hgnc_alias
AC016831.7	100506860	hgnc_alias
AC016876.1	100996842	hgnc_alias
AC017074.1	123464517	hgnc_alias
AC018445.6	129810497	hgnc_alias
AC019080.1	100130691	hgnc_alias
AC021321.1	102724708	hgnc_alias
AC021683.2	100507351	hgnc_alias
AC022026.3	414254	hgnc_alias
AC022211.2	100287042	hgnc_alias
AC022389.4	340745	hgnc_alias
AC022394.1	100288691	hgnc_alias
AC02278.4	102724880	hgnc_alias
AC022816.1	107985080	hgnc_alias
AC022915.1	101929217	hgnc_alias
AC023283.3	387712	hgnc_alias
AC023904.2	283025	hgnc_alias
AC024896.1	137233472	hgnc_alias
AC025048.4	105371849	hgnc_alias
AC025154.2	101927318	hgnc_alias
AC026166.2-001	106480318	hgnc_alias
AC026355.2	100505566	hgnc_alias
AC026369.3	105369593	hgnc_alias
AC026412.3	128071536	hgnc_alias
AC026462.3	105371264	hgnc_alias
AC026904.1	113523635	hgnc_alias
AC036108.3	128193289	hgnc_alias
AC040169.1	119863866	hgnc_alias
AC048382.5	128193291	hgnc_alias
AC051619.4	101928414	hgnc_alias
AC060780.1	101929767	hgnc_alias
AC068228.1	125177378	hgnc_alias
AC068302.3	100507057	hgnc_alias
AC072061.1	112267983	hgnc_alias
AC073284.4	115409987	hgnc_alias
AC073316.3	105375132	hgnc_alias
AC073352.1	118568812	hgnc_alias
AC073534.2	128266841	hgnc_alias
AC073585.2	196792	hgnc_alias
AC073585.4	118670	hgnc_alias
AC074117.1	105374363	hgnc_alias
AC074117.10	105374363	hgnc_alias
AC078778.1	112935960	hgnc_alias
AC078788.1	105374166	hgnc_alias
AC078883.3	101929947	hgnc_alias
AC079035.1	128385372	hgnc_alias
AC079061.1	100132813	hgnc_alias
AC079135.1	121853074	hgnc_alias
AC079360.1	105370035	hgnc_alias
AC079466.1	102724908	hgnc_alias
AC079630.2	105369734	hgnc_alias
AC079767.4	102724714	hgnc_alias
AC079776.2	105373615	hgnc_alias
AC083837.1	112935892	hgnc_alias
AC084727.4	170370	hgnc_alias
AC090114.2	128071538	hgnc_alias
AC090197.1	100507156	hgnc_alias
AC090559.1	127138868	hgnc_alias
AC090625.2	128385377	hgnc_alias
AC090771.2	130572099	hgnc_alias
AC091729.7	105375120	hgnc_alias
AC091814.2	100506159	hgnc_alias
AC092159.2	105373354	hgnc_alias
AC092171.5	128071541	hgnc_alias
AC092198.1	124905179	hgnc_alias
AC092490.1	123706525	hgnc_alias
AC092620.3	114515520	hgnc_alias
AC092683.1	100506123	hgnc_alias
AC092834.1	105374527	hgnc_alias
AC093001.1	128193290	hgnc_alias
AC093609.1	100506047	hgnc_alias
AC093797.1	125177376	hgnc_alias
AC096655.1-002	104326057	hgnc_alias
AC096677.1	107985246	hgnc_alias
AC099850.3	125775237	hgnc_alias
AC099850.4	125775237	hgnc_alias
AC1	107	hgnc_alias
